"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"3D microchannel networks by melting alginate hydrogel fibers for cell structures","M. Takeuchi; M. Nakajima; Y. Hasegawa; T. Fukuda","Department of Micro-Nano Systems Engineering, Nagoya University, Nagoya, Japan; Department of Micro-Nano Systems Engineering, Nagoya University, Nagoya, Japan; Department of Micro-Nano Systems Engineering, Nagoya University, Nagoya, Japan; Department of Mechatronics Engineering, Meijo University, Nagoya, Japan",2015 IEEE 15th International Conference on Nanotechnology (IEEE-NANO),"21 Jan 2016","2015","","","424","427","In this paper, we constructed three dimensional (3D) microchannel networks inside gelatin-based hydrogel towards 3D in vitro cell structures. The 3D in vitro assembly of cells is one of the important techniques to reveal cell growth, differentiation and hystogenesis for applications in tissue engineering, drug screening, and cell characterization. To achieve functional 3D cell structures, vascular networks are necessary to supply oxygen and nutrients to cells, and remove waste product from cells. Alginate hydrogel fibers were employed to construct the microchannel networks like blood vessels in this paper. The patterned hydrogel fibers are embedded in the gelatin-based hydrogel as a mold of microchannels. Cells can be embedded inside the gelatin-based hydrogel. The patterned hydrogel fiber can be melted using standard saline citrate (SSC) buffer and the melted area can be used as vascular networks. The gelatin and agar are mixed to make gelatin-based hydrogel which cannot be melted at 37 °C. The flow inside the melted alginate hydrogel fibers were visualized using fluorescent microbeads and nanobeads. The results validate that the proposed method can be used to make arbitrary patterns of vascular networks inside cell structures and contribute to achieve in vitro 3D cell structures.","","978-1-4673-8156-7","10.1109/NANO.2015.7388627","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7388627","Micro-to-nano-scale bridging;Nanofluidics;cell structures","Optical fiber networks;Microchannels;Three-dimensional displays;Fluorescence;Optical buffering;In vitro;Tissue engineering","","1","","8","IEEE","21 Jan 2016","27-30 July 2015","27-30 July 2015","IEEE","IEEE Conferences"
"Application of ferrite coated nanopropellers for measurement of rheological properties of human blood","P. L. Venugopalan; A. Ghosh","Centre for Nano Science and Engineering, Indian Institute of Science, Bengaluru, India; Centre for Nano Science and Engineering, Indian Institute of Science, Bengaluru, India",2015 IEEE 15th International Conference on Nanotechnology (IEEE-NANO),"21 Jan 2016","2015","","","428","431","Controlled maneuvering of artificial nanomotors in various biological environments can have impactful biomedical applications, such as drug delivery, microsurgery etc. In spite of the various strategies available for the fabrication of nanomotors, practical issues such as toxic fuel requirement, corrosion of the nanomotor and the liquid viscosity has limited their usage to simple bio fluids such as serum, diluted urine etc. By incorporating conformal ferrite coatings to our system of magnetic nanopropellers, we have been able to maneuver artificial nanomotors in undiluted human blood. The motion of the nanopropellers in human blood showed an interesting stick and slip motion, originating from the colloidal jamming of the blood cells. The amount of jamming was found to be related to the concentration of the blood cells, and therefore establishes the suitability of the propellers in probing mechanical properties of blood and other interesting suspensions.","","978-1-4673-8156-7","10.1109/NANO.2015.7388628","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7388628","Nanorobotics;Nanopropellers;Nanofabrication;Ferrite;Colloidal jamming","Blood;Nanobioscience;Propellers;Ferrites;Coatings;Cells (biology)","","2","","13","IEEE","21 Jan 2016","27-30 July 2015","27-30 July 2015","IEEE","IEEE Conferences"
"Improved alignment and crystallinity of TIPS-Pentacene thin films by off-center spin coating","D. Bharti; S. P. Tiwari","Department of Electrical Engineering, Indian Institute of Technology, Jodhpur, Rajasthan, India; Department of Electrical Engineering, Indian Institute of Technology, Jodhpur, Rajasthan, India",2015 IEEE 15th International Conference on Nanotechnology (IEEE-NANO),"21 Jan 2016","2015","","","432","435","A comprehensive study for crystal alignment of TIPS-Pentacene by an off-center spin coating has been presented. In a normal center spin coating method, the centrifugal force on the grains is multidirectional which results into crystals aligning in multiple directions depending on the location on the sample. However in an off-center spin coating method where the samples are kept at a distance away from the center, a unidirectional centrifugal force in the direction of the sample causes all the grains to align nearly in the direction of this force. The spin speed was the paramount factor influencing the overall grain size, whereas the overall alignment depends on the off-center distance. All the films in these experiments were found to have very large crystal sizes, ranging up to 5 microns. In addition, films formed by off-center method were found to be more crystalline than the center spin coated film and show a metastable crystalline polymorph.","","978-1-4673-8156-7","10.1109/NANO.2015.7388629","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7388629","Crystal Alignment;spin coating;TIPS-Pentacene","Coatings;Films;Force;Crystals;Pentacene;Organic thin film transistors","","2","","22","IEEE","21 Jan 2016","27-30 July 2015","27-30 July 2015","IEEE","IEEE Conferences"
"Threshold shift by polymeric cover layer containing phthalocyanine pigment on printed CNT transistors","H. Numata; S. Asano; F. Sasaki; T. Saito; F. Nihey; H. Kataura","Smart Energy Research Laboratories, NEC Corporation, Toukuba, Japan; TASC, Tsukuba, Japan; TASC, Tsukuba, Japan; AIST, Nanomaterials Research Institute, Tsukuba, Japan; TASC, Tsukuba, Japan; Technology Research Association for Single Wall Carbon Nanotubes (TASC), Tsukuba, Japan",2015 IEEE 15th International Conference on Nanotechnology (IEEE-NANO),"21 Jan 2016","2015","","","436","439","Possibility of controlling the threshold voltage of printed carbon nanotube (CNT) transistor is shown. Printed CNT transistors are fabricated by mask-less printing and coating process on plastic film, and polymeric cover layer which contains phthalocyanine pigment is printed on the CNT channel. Forming the cover layer, threshold voltage shifts by 30 V to negative direction. It successfully reduces drain current when gate voltage is turned off, and an effective on/off ratio is increased. This device also shows photoresponsivity. Photo response device with simple structure is also much attractive for the printed electronics applications.","","978-1-4673-8156-7","10.1109/NANO.2015.7388630","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7388630","carbon nanotube;transistor;threshold;phthalocyanine;printed electronics","Transistors;Pigments;Ink;Threshold voltage;Polymers;Carbon nanotubes;Fabrication","","","","7","IEEE","21 Jan 2016","27-30 July 2015","27-30 July 2015","IEEE","IEEE Conferences"
"The mechanical characterization of stacked, multilayer graphene cantilevers and plates","E. Sandoz-Rosado; E. D. Wetzel; J. T. Smith; S. Oida; J. Bai","Materials and Manufacturing Sciences Division, Army Research Laboratory, MD, USA; Materials and Manufacturing Sciences Division, Army Research Laboratory, MD, USA; Watson Research Center, IBM, Yorktown Heights, NY, USA; Watson Research Center, IBM, Yorktown Heights, NY, USA; Watson Research Center, IBM, Yorktown Heights, NY, USA",2015 IEEE 15th International Conference on Nanotechnology (IEEE-NANO),"21 Jan 2016","2015","","","37","40","The mechanical properties of stacked graphene sheets with varying number of layers are examined. The stacked sheets are assembled by manually combining single layer CVD-grown graphene monolayers, resulting in a turbostratic multilayer graphene with irregular layer spacing greater than crystalline graphite. Due to the presence of multiple layers, the material is analyzed as a plate rather than a membrane. Bending stiffness is determined via the deflection of micron-scale cantilevers, prepared using focused ion beam milling, while in-plane tensile stiffness is characterized through center-loading of edge-supported circular specimens. Computational modeling and established analytical solutions are used to extract material and structural property information, and benchmark measured properties relative to complementary results from indentation tests. Stacked, few-layer CVD-grown graphene retains an in-plane elastic modulus of 350N/m/layer (corresponding to 1.04 TPa for an inter-layer spacing of 0.335nm), suggesting good load-sharing between stacked layers. Width-normalized bending stiffness was unmeasurable for cantilevers of 1 and 3 layers, while cantilevers of 5 and 10 layers had values of 11,100nN·nm and 1.3·106nN·nm respectively.","","978-1-4673-8156-7","10.1109/NANO.2015.7388631","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7388631","graphene;mechanical;plate;cantilever;elastic;bending","Graphene;Load modeling;Mechanical factors;Stacking;Silicon;Loading;Copper","","1","","8","IEEE","21 Jan 2016","27-30 July 2015","27-30 July 2015","IEEE","IEEE Conferences"
"Double quantum well resonant tunneling negative differential resistance device design using graphene nanoribbons","G. Saha; A. K. Saha; A. B. M. Harun-ur Rashid","Department of Electrical and Electronic Engineering, Bangladesh University of Engineering and Technology, Dhaka, Bangladesh; Department of Electrical and Electronic Engineering, BRAC University, Dhaka, Bangladesh; Department of Electrical and Electronic Engineering, Bangladesh University of Engineering and Technology, Dhaka, Bangladesh",2015 IEEE 15th International Conference on Nanotechnology (IEEE-NANO),"21 Jan 2016","2015","","","440","443","In this paper double quantum well resonant tunneling negative differential resistance (NDR) device based on intrinsic armchair graphene nanoribbon (A-GNR) is proposed. Non-equilibrium Green's function (NEGF) based transport equation was coupled with Poisson's equation to obtain the desired device characteristics. This device shows promising results including the NDR effect at very low bias, at 0.12V, with peak current of 1.78μA and peak to valley current ratio (PVCR) of ~20. We further show that the device performance has strong dependence on back gate voltage.","","978-1-4673-8156-7","10.1109/NANO.2015.7388632","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7388632","quantum well;resonant tunneling;NDR;NEGF;graphene nanoribbon","Logic gates;Resonant tunneling devices;Graphene;Performance evaluation;Energy states;Resistance;Mathematical model","","2","","13","IEEE","21 Jan 2016","27-30 July 2015","27-30 July 2015","IEEE","IEEE Conferences"
"Impedanc analysis of the organic light emitting displays containing carbon nanotubes","Y. Jeong; D. Jung; S. -Y. Jeon; S. Yu","Dept. Physics, Sungkyunkwan Univ., Suwon, Korea (R.O.K.); Dept. Physics, Sungkyunkwan Univ., Suwon, Korea (R.O.K.); Dept. Physics, Hankuk Univ. Foreign Studies, Yongin, Korea (R.O.K.); Dept. Physics, Hankuk Univ. Foreign Studies, Yongin, Korea (R.O.K.)",2015 IEEE 15th International Conference on Nanotechnology (IEEE-NANO),"21 Jan 2016","2015","","","444","447","Carbon nanotubes (CNTs) have been widely utilized in the organic light emitting displays (OLEDs). Polymer-based OLEDs with CNT inclusion with the emitting layer, especially for alternating current (AC) driving onews, exhibited higher luminance than OLEDs without CNTs. But the current level of AC OLEDs with CNTs was not clearly reported in other publications suggesting poor current characteristics. This might be caused by the unwanted bypass current paths through CNT networking within the devices. Thus, controlling the properties of CNTs mechanically or chemically is required for high efficiency devices. Here, CNTs were mixed with an emitting layer to be a CNT-polymer composite by varying the concentration of the CNTs. The luminance of the CNT-OLEDs was higher than the reference OLEDs without CNTs. The current could be roughly 30-40% reduced. One of the primary reasons for this high efficiency is considered to be the micro-capacitor effect caused by CNT networking. This CNT effect was examined by the impedance analysis, which could also explain low current mechanisms. Due to AC driving, the capacitive reactance could contribute to the device. Consequently, The CNTs incorporation within OLEDs would improve the efficiency of OLED.","","978-1-4673-8156-7","10.1109/NANO.2015.7388633","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7388633","organic light emitting diodes;AC-OLED;carbon nanotubes","Conferences;Nanotechnology","","","","16","IEEE","21 Jan 2016","27-30 July 2015","27-30 July 2015","IEEE","IEEE Conferences"
"An analytical model for NDC blocks with single-electron tunneling","Lin Li; C. Chen","Department of Electrical and Computer Engineering, University of Windsor, Windsor, Ontario, Canada; Department of Electrical and Computer Engineering, University of Windsor, Windsor, Ontario, Canada",2015 IEEE 15th International Conference on Nanotechnology (IEEE-NANO),"21 Jan 2016","2015","","","448","451","Negative differential conductance (NDC) blocks find many applications in both digital and analog circuits such as memory cells, Schmitt triggers and oscillators. This paper proposes a new single-electron tunneling (SET) based NDC block, and develops an analytical model which can be used for related circuit designs and/or their performance optimization. Simulation results are provided to show the effectiveness of the model with considerations of temperature effects.","","978-1-4673-8156-7","10.1109/NANO.2015.7388634","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7388634","single-electron tunneling;negative-differential conductance;analytical model;Monte-Carlo simulation","Junctions;Integrated circuit modeling;Simulation;Threshold voltage;Tunneling;Temperature;Capacitance","","","","8","IEEE","21 Jan 2016","27-30 July 2015","27-30 July 2015","IEEE","IEEE Conferences"
"CMOL cell assignment using exact shape of connectivity domain","J. Norton; C. Xu; K. Nepal","School of Engineering, Univ. of St. Thomas, St Paul, MN, USA; School of Engineering, Univ. of St. Thomas, St Paul, MN, USA; School of Engineering, Univ. of St. Thomas, St Paul, MN, USA",2015 IEEE 15th International Conference on Nanotechnology (IEEE-NANO),"21 Jan 2016","2015","","","452","455","This paper presents a solution to the cell assignment problem in a CMOL crossbar architecture. We show that the input and output connectivity domains of each cell has a particular shape and that the shape is very important for accurate cell assignment and placement. We show that by estimating the connectivity domain using Manhattan distance, previous work on CMOL cell assignment have greatly inflated the number of available cells and deflated the numbers of buffers needed for complete placement of a circuit to a CMOL array.","","978-1-4673-8156-7","10.1109/NANO.2015.7388635","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7388635","cell assignment;connectivity domain;CMOL","Computer architecture;Microprocessors;Logic gates;Shape;CMOS integrated circuits;Bismuth;Cost function","","","","12","IEEE","21 Jan 2016","27-30 July 2015","27-30 July 2015","IEEE","IEEE Conferences"
"PCM and Memristor based nanocrossbars","P. W. C. Ho; N. H. El-Hassan; T. N. Kumar; H. A. F. Almurib","Faculty of Engineering, The University of Nottingham, Kula Lumpur, Malaysia; Faculty of Engineering, The University of Nottingham, Kula Lumpur, Malaysia; Faculty of Engineering, The University of Nottingham, Kula Lumpur, Malaysia; Faculty of Engineering, The University of Nottingham, Kula Lumpur, Malaysia",2015 IEEE 15th International Conference on Nanotechnology (IEEE-NANO),"21 Jan 2016","2015","","","456","459","This paper presents performance comparison between two emerging resistive Non-Volatile Memory (NVM) technologies; namely Memristors and Phase Change Memory (PCM); using nanocrossbar architecture. A comparison in terms of leakage current, reading and writing delay, and energy consumption between both non-volatile memory devices, with SRAM based nanocrossbar as benchmark was carried. It was found that Memristive crossbars offer 3 orders of magnitude improvement in the average read cycle, compared to SRAM based crossbars. On the other hand; both PCM based and Memristor based crossbars offered more than 2 orders of magnitude improvement in leakage energy compared to SRAM based crossbars. The aim of this comparison is to provide a fair simulation platform to study and compare PCM crossbar and Memristive crossbar.","","978-1-4673-8156-7","10.1109/NANO.2015.7388636","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7388636","memristor;PCM;crossbar architecture;leakage currents","Phase change materials;Memristors;Random access memory;Computer architecture;Resistance;Programming;Delays","","2","","13","IEEE","21 Jan 2016","27-30 July 2015","27-30 July 2015","IEEE","IEEE Conferences"
"High performance multi-layer metal-insulator-metal capacitors for future integrated circuits","R. Karthik; D. Kannadassan; P. S. Mallick; M. S. Baghini","School of Electrical Engineering, VIT University, Vellore, India; School of Electrical Engineering, VIT University, Vellore, India; School of Electrical Engineering, VIT University, Vellore, India; Dept. of Electrical Engineering, Indian Institute of Technology-Bombay, Mumbai, India",2015 IEEE 15th International Conference on Nanotechnology (IEEE-NANO),"21 Jan 2016","2015","","","460","463","This paper presents the electrical characteristics of anodically grown multi-layer dielectric stacked MIM capacitors using anodization technique. In this work, we have studied the effects of high-k materials (Al2O3 and TiO2) on the device performances of multi-layer capacitors. The fabricated capacitors show a high capacitance density, low leakage current density and low VCC as per the ITRS recommendations and are suitable for future integrated circuits.","","978-1-4673-8156-7","10.1109/NANO.2015.7388637","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7388637","Metal Insulator Metal capacitors;Anodization;Multi-layer dielectric stack;Al2O3;TiO2","MIM capacitors;Capacitance;Leakage currents;Capacitors;Aluminum oxide","","1","","29","IEEE","21 Jan 2016","27-30 July 2015","27-30 July 2015","IEEE","IEEE Conferences"
